Aces Clubs;6 Clubs;2 Diamond;6 Spade;7 Hearts;One pair
Aces Diamond;3 Clubs;Queen Hearts;8 Clubs;Aces Spade;One pair
7 Spade;King Clubs;7 Diamond;Aces Spade;2 Clubs;One pair
6 Hearts;9 Diamond;3 Hearts;3 Diamond;Aces Hearts;One pair
Jack Hearts;10 Hearts;Queen Clubs;Queen Diamond;5 Clubs;One pair
4 Clubs;Aces Clubs;10 Hearts;3 Clubs;King Spade;Nothing in hand
9 Clubs;4 Hearts;3 Spade;3 Diamond;Aces Diamond;One pair
3 Clubs;Aces Hearts;9 Spade;Jack Diamond;2 Spade;Nothing in hand
6 Diamond;3 Diamond;4 Spade;8 Hearts;Queen Spade;Nothing in hand
3 Spade;Aces Clubs;7 Hearts;King Spade;Aces Diamond;One pair
King Hearts;7 Hearts;9 Hearts;Jack Spade;Queen Hearts;Nothing in hand
Aces Clubs;King Diamond;King Hearts;2 Spade;Queen Clubs;One pair
3 Hearts;9 Spade;2 Hearts;Jack Spade;10 Clubs;Nothing in hand
5 Spade;Queen Clubs;9 Hearts;9 Diamond;5 Hearts;Two pairs
King Diamond;Queen Spade;8 Spade;6 Hearts;3 Spade;Nothing in hand
8 Spade;Aces Hearts;Queen Spade;10 Diamond;9 Spade;Nothing in hand
7 Spade;2 Spade;8 Spade;7 Diamond;Jack Hearts;One pair
2 Diamond;9 Clubs;Queen Clubs;King Hearts;King Spade;One pair
7 Diamond;8 Spade;Jack Clubs;9 Diamond;10 Clubs;Straight
Aces Diamond;3 Clubs;3 Hearts;Aces Clubs;Queen Hearts;Two pairs
9 Hearts;Jack Diamond;2 Clubs;9 Spade;3 Clubs;One pair
7 Diamond;Queen Hearts;10 Clubs;Aces Clubs;9 Spade;Nothing in hand
10 Diamond;9 Diamond;8 Spade;6 Spade;2 Spade;Nothing in hand
Queen Spade;Jack Diamond;3 Hearts;5 Clubs;Jack Spade;One pair
3 Spade;Queen Clubs;7 Clubs;Jack Spade;Queen Diamond;One pair
8 Clubs;Jack Hearts;4 Hearts;Jack Clubs;King Diamond;One pair
9 Clubs;10 Hearts;Jack Clubs;7 Hearts;6 Spade;Nothing in hand
Jack Diamond;7 Hearts;9 Hearts;5 Spade;5 Diamond;One pair
9 Diamond;10 Diamond;7 Diamond;8 Diamond;4 Diamond;Flush
Aces Hearts;8 Diamond;Queen Hearts;Jack Hearts;2 Spade;Nothing in hand
4 Spade;8 Spade;King Diamond;3 Spade;2 Spade;Nothing in hand
Jack Diamond;2 Hearts;10 Spade;Jack Clubs;6 Clubs;One pair
6 Spade;6 Clubs;4 Diamond;10 Clubs;5 Clubs;One pair
3 Hearts;10 Diamond;King Clubs;2 Clubs;Queen Clubs;Nothing in hand
6 Clubs;6 Diamond;3 Hearts;Queen Spade;2 Hearts;One pair
8 Hearts;9 Clubs;8 Diamond;5 Hearts;10 Clubs;One pair
2 Clubs;Jack Hearts;8 Spade;8 Clubs;4 Spade;One pair
King Spade;2 Spade;10 Hearts;7 Clubs;Jack Spade;Nothing in hand
Queen Clubs;9 Diamond;8 Clubs;10 Clubs;King Clubs;Nothing in hand
Queen Diamond;10 Hearts;Jack Clubs;5 Diamond;9 Clubs;Nothing in hand
10 Clubs;Jack Diamond;4 Spade;7 Clubs;7 Diamond;One pair
6 Clubs;Aces Hearts;Jack Clubs;5 Hearts;9 Hearts;Nothing in hand
4 Diamond;Jack Hearts;10 Clubs;Aces Clubs;King Diamond;Nothing in hand
8 Hearts;2 Clubs;Jack Diamond;6 Spade;2 Diamond;One pair
Jack Diamond;5 Clubs;2 Clubs;5 Spade;4 Spade;One pair
Aces Hearts;Jack Diamond;Jack Spade;4 Diamond;4 Hearts;Two pairs
9 Diamond;King Hearts;King Diamond;Aces Spade;7 Spade;One pair
2 Clubs;5 Diamond;7 Diamond;6 Spade;8 Clubs;Nothing in hand
7 Clubs;Queen Spade;4 Hearts;10 Hearts;2 Diamond;Nothing in hand
5 Diamond;King Diamond;7 Spade;7 Diamond;Aces Diamond;One pair
Queen Hearts;6 Clubs;7 Spade;4 Spade;2 Diamond;Nothing in hand
King Diamond;5 Spade;Jack Hearts;2 Spade;Aces Diamond;Nothing in hand
6 Hearts;8 Spade;2 Hearts;Jack Diamond;Queen Hearts;Nothing in hand
Queen Diamond;King Diamond;8 Hearts;Queen Spade;7 Spade;One pair
5 Diamond;7 Clubs;10 Clubs;5 Hearts;4 Clubs;One pair
Queen Spade;3 Clubs;5 Hearts;6 Spade;8 Clubs;Nothing in hand
7 Spade;Jack Diamond;2 Clubs;6 Clubs;6 Hearts;One pair
8 Spade;9 Clubs;Jack Diamond;Aces Diamond;3 Hearts;Nothing in hand
Aces Diamond;2 Clubs;King Hearts;Aces Clubs;Queen Spade;One pair
Aces Hearts;3 Spade;5 Diamond;9 Spade;King Spade;Nothing in hand
Queen Hearts;2 Diamond;Aces Clubs;2 Clubs;3 Clubs;One pair
4 Diamond;Jack Hearts;4 Spade;King Spade;Jack Spade;Two pairs
King Hearts;10 Clubs;9 Spade;5 Spade;King Clubs;One pair
9 Diamond;7 Diamond;3 Spade;Queen Spade;10 Hearts;Nothing in hand
6 Spade;4 Spade;5 Spade;3 Clubs;10 Clubs;Nothing in hand
2 Clubs;4 Diamond;2 Hearts;4 Clubs;King Spade;Two pairs
9 Spade;Jack Diamond;Jack Hearts;9 Hearts;9 Diamond;Full house
2 Diamond;7 Clubs;4 Clubs;10 Diamond;6 Spade;Nothing in hand
8 Diamond;7 Diamond;King Diamond;4 Clubs;3 Hearts;Nothing in hand
Aces Clubs;4 Hearts;5 Hearts;Jack Clubs;9 Hearts;Nothing in hand
Aces Spade;9 Hearts;King Hearts;3 Hearts;5 Clubs;Nothing in hand
Jack Spade;7 Spade;3 Clubs;6 Spade;4 Diamond;Nothing in hand
2 Diamond;3 Diamond;4 Hearts;3 Spade;10 Hearts;One pair
4 Spade;Queen Diamond;7 Hearts;4 Diamond;4 Hearts;Three of a kind
Jack Clubs;King Clubs;King Diamond;10 Spade;Queen Diamond;One pair
8 Clubs;Queen Spade;8 Diamond;4 Spade;3 Spade;One pair
4 Diamond;10 Diamond;3 Hearts;5 Diamond;Jack Spade;Nothing in hand
6 Diamond;King Hearts;6 Spade;7 Spade;Queen Clubs;One pair
King Diamond;Queen Spade;6 Hearts;Jack Clubs;Aces Clubs;Nothing in hand
4 Spade;6 Spade;8 Diamond;Aces Hearts;4 Diamond;One pair
6 Hearts;2 Clubs;4 Clubs;7 Clubs;Aces Clubs;Nothing in hand
9 Spade;Queen Clubs;4 Diamond;3 Clubs;8 Clubs;Nothing in hand
2 Spade;10 Hearts;7 Spade;6 Diamond;King Hearts;Nothing in hand
Jack Spade;2 Spade;6 Diamond;Queen Clubs;Queen Spade;One pair
10 Clubs;Queen Hearts;4 Hearts;10 Diamond;7 Hearts;One pair
2 Spade;4 Hearts;5 Spade;Aces Spade;9 Diamond;Nothing in hand
3 Spade;4 Clubs;8 Diamond;10 Diamond;King Hearts;Nothing in hand
5 Spade;Aces Hearts;5 Clubs;9 Diamond;Queen Hearts;One pair
3 Hearts;King Diamond;3 Diamond;Aces Hearts;6 Diamond;One pair
Jack Hearts;8 Clubs;4 Clubs;Aces Clubs;7 Clubs;Nothing in hand
5 Diamond;10 Spade;9 Diamond;2 Spade;Aces Diamond;Nothing in hand
5 Hearts;Aces Hearts;10 Spade;Jack Diamond;6 Spade;Nothing in hand
10 Clubs;6 Diamond;Queen Clubs;Aces Hearts;3 Spade;Nothing in hand
5 Clubs;8 Spade;King Hearts;6 Hearts;6 Clubs;One pair
Queen Diamond;4 Spade;7 Hearts;7 Diamond;10 Clubs;One pair
7 Diamond;King Clubs;King Diamond;Aces Clubs;3 Clubs;One pair
King Clubs;9 Diamond;2 Clubs;4 Spade;7 Spade;Nothing in hand
8 Diamond;3 Clubs;9 Diamond;9 Hearts;9 Spade;Three of a kind
King Spade;4 Hearts;Aces Clubs;9 Diamond;5 Hearts;Nothing in hand
Jack Hearts;King Clubs;5 Diamond;4 Diamond;Queen Clubs;Nothing in hand
Aces Spade;5 Spade;2 Clubs;4 Spade;7 Clubs;Nothing in hand
4 Spade;8 Spade;Jack Spade;8 Diamond;9 Hearts;One pair
Queen Hearts;Jack Spade;6 Clubs;10 Spade;King Spade;Nothing in hand
5 Clubs;King Spade;5 Diamond;6 Spade;8 Spade;One pair
7 Clubs;King Diamond;2 Diamond;6 Diamond;Queen Spade;Nothing in hand
5 Diamond;3 Spade;2 Diamond;9 Diamond;Queen Spade;Nothing in hand
10 Hearts;Queen Spade;Jack Clubs;8 Clubs;4 Hearts;Nothing in hand
King Diamond;Aces Hearts;8 Clubs;2 Hearts;6 Spade;Nothing in hand
Aces Hearts;Queen Hearts;3 Spade;9 Clubs;10 Hearts;Nothing in hand
9 Clubs;6 Diamond;4 Hearts;Jack Diamond;9 Hearts;One pair
3 Spade;5 Spade;6 Spade;5 Hearts;Aces Hearts;One pair
10 Diamond;9 Spade;2 Hearts;4 Hearts;9 Hearts;One pair
2 Hearts;Queen Spade;6 Clubs;6 Hearts;9 Hearts;One pair
6 Hearts;Aces Diamond;7 Hearts;King Hearts;10 Diamond;Nothing in hand
6 Hearts;3 Clubs;3 Hearts;6 Spade;9 Diamond;Two pairs
8 Spade;Queen Diamond;5 Hearts;Jack Spade;3 Clubs;Nothing in hand
7 Hearts;Jack Hearts;5 Spade;Aces Diamond;7 Diamond;One pair
7 Spade;Aces Spade;King Spade;6 Hearts;9 Spade;Nothing in hand
5 Spade;Jack Hearts;6 Clubs;8 Diamond;6 Spade;One pair
6 Clubs;8 Hearts;5 Hearts;8 Diamond;King Clubs;One pair
King Clubs;Jack Hearts;4 Hearts;Aces Clubs;3 Hearts;Nothing in hand
9 Clubs;10 Diamond;3 Hearts;8 Hearts;5 Spade;Nothing in hand
Aces Spade;9 Hearts;6 Spade;5 Spade;4 Clubs;Nothing in hand
10 Clubs;10 Diamond;6 Clubs;King Diamond;8 Diamond;One pair
5 Diamond;7 Clubs;4 Clubs;Jack Clubs;8 Diamond;Nothing in hand
Queen Spade;4 Diamond;Aces Spade;King Diamond;9 Clubs;Nothing in hand
10 Diamond;King Clubs;3 Clubs;10 Spade;Jack Spade;One pair
2 Clubs;Aces Clubs;Aces Hearts;8 Spade;8 Hearts;Two pairs
Queen Clubs;8 Hearts;4 Diamond;2 Hearts;2 Spade;One pair
Jack Clubs;3 Clubs;2 Clubs;King Spade;6 Hearts;Nothing in hand
Queen Hearts;10 Diamond;2 Spade;Queen Spade;7 Clubs;One pair
8 Diamond;4 Hearts;Queen Diamond;5 Diamond;5 Spade;One pair
2 Hearts;5 Spade;3 Diamond;King Diamond;4 Hearts;Nothing in hand
5 Diamond;5 Hearts;6 Clubs;4 Spade;Jack Spade;One pair
Jack Spade;10 Clubs;Jack Diamond;10 Spade;3 Hearts;Two pairs
8 Diamond;2 Spade;King Hearts;3 Hearts;4 Spade;Nothing in hand
8 Clubs;9 Clubs;7 Spade;10 Hearts;King Clubs;Nothing in hand
7 Clubs;9 Spade;2 Diamond;8 Spade;4 Spade;Nothing in hand
9 Diamond;8 Diamond;6 Diamond;10 Clubs;10 Diamond;One pair
7 Clubs;Jack Clubs;2 Hearts;Aces Clubs;4 Diamond;Nothing in hand
Queen Hearts;9 Clubs;7 Hearts;Jack Diamond;9 Diamond;One pair
9 Spade;King Spade;7 Clubs;7 Hearts;10 Hearts;One pair
7 Clubs;Queen Spade;3 Diamond;5 Spade;2 Spade;Nothing in hand
5 Diamond;King Clubs;10 Diamond;8 Hearts;10 Clubs;One pair
2 Hearts;8 Diamond;9 Hearts;4 Spade;King Spade;Nothing in hand
4 Hearts;6 Spade;8 Hearts;Jack Diamond;2 Diamond;Nothing in hand
6 Diamond;4 Hearts;10 Spade;5 Clubs;Jack Spade;Nothing in hand
2 Clubs;10 Hearts;10 Spade;6 Clubs;Aces Hearts;One pair
King Clubs;King Spade;2 Spade;8 Diamond;4 Hearts;One pair
5 Clubs;3 Hearts;King Diamond;10 Clubs;10 Hearts;One pair
8 Spade;Queen Hearts;8 Hearts;King Hearts;7 Diamond;One pair
7 Clubs;10 Clubs;6 Clubs;5 Spade;Jack Hearts;Nothing in hand
5 Spade;4 Hearts;2 Clubs;9 Clubs;3 Spade;Nothing in hand
7 Spade;Aces Hearts;2 Diamond;8 Spade;Jack Hearts;Nothing in hand
King Hearts;2 Hearts;Queen Spade;Aces Clubs;Queen Clubs;One pair
Aces Hearts;4 Hearts;King Clubs;8 Clubs;3 Hearts;Nothing in hand
6 Clubs;Jack Spade;3 Hearts;Queen Diamond;9 Clubs;Nothing in hand
7 Clubs;10 Diamond;4 Diamond;2 Clubs;2 Spade;One pair
Queen Hearts;7 Clubs;8 Clubs;King Clubs;6 Diamond;Nothing in hand
4 Spade;5 Diamond;3 Diamond;6 Hearts;5 Spade;One pair
7 Spade;King Diamond;Jack Clubs;2 Spade;Jack Spade;One pair
Jack Hearts;King Hearts;6 Clubs;7 Clubs;Queen Diamond;Nothing in hand
6 Spade;9 Spade;Jack Hearts;Jack Spade;3 Clubs;One pair
6 Clubs;4 Spade;2 Clubs;2 Spade;5 Hearts;One pair
King Hearts;2 Hearts;6 Hearts;9 Clubs;3 Spade;Nothing in hand
5 Clubs;Queen Diamond;Queen Clubs;8 Spade;7 Hearts;One pair
Queen Diamond;4 Diamond;9 Hearts;3 Spade;9 Spade;One pair
2 Clubs;9 Spade;Queen Clubs;4 Hearts;Queen Spade;One pair
8 Clubs;5 Spade;Jack Clubs;4 Spade;5 Clubs;One pair
Jack Diamond;5 Clubs;4 Hearts;7 Spade;5 Spade;One pair
10 Spade;7 Diamond;7 Clubs;King Spade;Aces Clubs;One pair
6 Hearts;Queen Hearts;King Spade;Queen Diamond;5 Hearts;One pair
8 Spade;10 Diamond;7 Spade;3 Clubs;7 Diamond;One pair
Jack Spade;Jack Hearts;Queen Clubs;7 Hearts;8 Clubs;One pair
8 Hearts;10 Hearts;8 Spade;2 Spade;King Spade;One pair
2 Clubs;5 Hearts;King Diamond;8 Hearts;4 Clubs;Nothing in hand
8 Clubs;Queen Hearts;2 Spade;10 Clubs;8 Diamond;One pair
Aces Hearts;Queen Diamond;6 Spade;Jack Spade;4 Hearts;Nothing in hand
9 Spade;Jack Spade;King Spade;Aces Diamond;7 Spade;Nothing in hand
7 Spade;5 Diamond;Aces Hearts;5 Hearts;8 Clubs;One pair
3 Clubs;10 Diamond;Jack Diamond;4 Spade;Jack Spade;One pair
3 Spade;3 Clubs;2 Spade;4 Diamond;4 Clubs;Two pairs
3 Spade;5 Diamond;9 Diamond;Jack Spade;5 Hearts;One pair
2 Spade;Aces Hearts;7 Diamond;5 Hearts;Aces Diamond;One pair
5 Diamond;Aces Hearts;5 Clubs;4 Spade;3 Hearts;One pair
Jack Diamond;10 Diamond;9 Clubs;Queen Diamond;7 Hearts;Nothing in hand
10 Clubs;4 Hearts;King Clubs;Queen Diamond;Jack Diamond;Nothing in hand
8 Spade;Queen Hearts;2 Diamond;Aces Hearts;9 Clubs;Nothing in hand
6 Spade;5 Clubs;2 Diamond;10 Clubs;Aces Spade;Nothing in hand
King Hearts;10 Spade;Aces Diamond;2 Clubs;5 Hearts;Nothing in hand
6 Diamond;Queen Spade;8 Hearts;Aces Hearts;6 Hearts;One pair
2 Diamond;7 Clubs;10 Hearts;2 Clubs;8 Clubs;One pair
Jack Diamond;10 Hearts;5 Clubs;5 Diamond;Aces Clubs;One pair
Aces Spade;5 Clubs;Queen Diamond;7 Diamond;Queen Hearts;One pair
5 Spade;King Hearts;Queen Clubs;9 Diamond;King Diamond;One pair
7 Spade;9 Spade;8 Hearts;7 Clubs;10 Clubs;One pair
6 Hearts;4 Hearts;2 Clubs;King Hearts;5 Diamond;Nothing in hand
3 Hearts;2 Diamond;10 Spade;10 Hearts;10 Diamond;Three of a kind
10 Clubs;8 Clubs;Aces Hearts;4 Clubs;Queen Clubs;Nothing in hand
6 Hearts;2 Diamond;Aces Spade;2 Spade;4 Clubs;One pair
4 Diamond;6 Hearts;9 Hearts;9 Spade;4 Spade;Two pairs
4 Clubs;Queen Spade;3 Diamond;10 Spade;King Clubs;Nothing in hand
King Hearts;Queen Spade;9 Diamond;Jack Clubs;7 Diamond;Nothing in hand
Jack Diamond;8 Hearts;9 Spade;3 Diamond;10 Clubs;Nothing in hand
2 Diamond;3 Diamond;Aces Hearts;6 Diamond;6 Hearts;One pair
5 Hearts;King Diamond;Jack Diamond;4 Hearts;King Spade;One pair
10 Clubs;7 Hearts;3 Clubs;Aces Hearts;Queen Clubs;Nothing in hand
Aces Hearts;8 Diamond;10 Diamond;Jack Clubs;4 Hearts;Nothing in hand
4 Clubs;7 Clubs;Jack Spade;Queen Spade;9 Spade;Nothing in hand
8 Clubs;Jack Clubs;9 Clubs;7 Hearts;5 Diamond;Nothing in hand
2 Clubs;8 Spade;Queen Clubs;5 Hearts;3 Diamond;Nothing in hand
2 Diamond;Aces Spade;7 Hearts;9 Diamond;4 Hearts;Nothing in hand
9 Diamond;2 Diamond;9 Spade;Jack Hearts;Aces Hearts;One pair
9 Hearts;Aces Diamond;3 Spade;Jack Diamond;6 Spade;Nothing in hand
3 Hearts;4 Diamond;4 Clubs;10 Hearts;10 Diamond;Two pairs
Jack Clubs;9 Clubs;3 Clubs;7 Hearts;10 Clubs;Nothing in hand
10 Diamond;King Spade;Aces Hearts;5 Clubs;7 Clubs;Nothing in hand
3 Spade;Aces Clubs;10 Spade;4 Clubs;2 Diamond;Nothing in hand
7 Spade;10 Spade;10 Clubs;King Diamond;King Clubs;Two pairs
6 Diamond;4 Clubs;Aces Hearts;5 Diamond;9 Clubs;Nothing in hand
5 Diamond;King Diamond;Aces Spade;Queen Diamond;6 Diamond;Nothing in hand
3 Diamond;5 Hearts;4 Spade;10 Clubs;Aces Diamond;Nothing in hand
King Hearts;4 Clubs;3 Clubs;10 Hearts;8 Hearts;Nothing in hand
10 Diamond;4 Hearts;King Clubs;Queen Spade;Queen Clubs;One pair
5 Clubs;4 Hearts;2 Clubs;King Spade;9 Clubs;Nothing in hand
Jack Hearts;2 Diamond;8 Clubs;Jack Diamond;4 Spade;One pair
King Hearts;8 Hearts;5 Clubs;4 Diamond;2 Clubs;Nothing in hand
2 Spade;5 Spade;Queen Clubs;9 Hearts;5 Diamond;One pair
Jack Diamond;9 Spade;King Clubs;6 Diamond;Jack Spade;One pair
3 Hearts;3 Spade;Jack Clubs;Aces Clubs;Queen Diamond;One pair
Jack Hearts;9 Clubs;9 Spade;4 Clubs;5 Clubs;One pair
3 Diamond;4 Hearts;6 Clubs;Aces Diamond;Jack Diamond;Nothing in hand
4 Hearts;6 Hearts;7 Diamond;3 Clubs;6 Spade;One pair
2 Spade;Jack Spade;King Clubs;10 Clubs;6 Diamond;Nothing in hand
Jack Spade;2 Spade;7 Clubs;8 Clubs;King Diamond;Nothing in hand
Aces Diamond;4 Diamond;2 Clubs;8 Diamond;9 Hearts;Nothing in hand
7 Diamond;9 Clubs;6 Hearts;Aces Hearts;Aces Diamond;One pair
Jack Hearts;Queen Diamond;7 Spade;King Hearts;5 Spade;Nothing in hand
King Hearts;9 Diamond;Aces Spade;10 Diamond;King Clubs;One pair
5 Hearts;King Spade;8 Hearts;Aces Clubs;6 Diamond;Nothing in hand
9 Spade;2 Hearts;10 Diamond;Aces Diamond;3 Diamond;Nothing in hand
Jack Clubs;3 Diamond;7 Diamond;3 Clubs;Aces Spade;One pair
7 Diamond;Jack Spade;10 Diamond;9 Diamond;Aces Hearts;Nothing in hand
2 Hearts;King Clubs;2 Clubs;10 Diamond;3 Spade;One pair
10 Diamond;7 Hearts;King Spade;10 Spade;Jack Spade;One pair
7 Diamond;8 Clubs;10 Clubs;Queen Clubs;9 Hearts;Nothing in hand
4 Clubs;10 Clubs;Aces Diamond;King Clubs;Jack Diamond;Nothing in hand
4 Clubs;7 Hearts;King Spade;5 Hearts;Queen Hearts;Nothing in hand
9 Clubs;5 Clubs;King Diamond;6 Spade;3 Spade;Nothing in hand
7 Clubs;7 Spade;4 Clubs;5 Diamond;3 Diamond;One pair
2 Spade;Jack Hearts;5 Hearts;2 Diamond;5 Clubs;Two pairs
Aces Clubs;2 Clubs;6 Clubs;9 Clubs;6 Diamond;One pair
Jack Clubs;Jack Hearts;Jack Spade;4 Clubs;2 Hearts;Three of a kind
4 Diamond;10 Diamond;6 Spade;2 Diamond;6 Hearts;One pair
Jack Diamond;8 Spade;10 Spade;Jack Clubs;2 Clubs;One pair
5 Hearts;Jack Spade;4 Spade;7 Spade;King Hearts;Nothing in hand
4 Hearts;King Diamond;5 Hearts;King Spade;2 Diamond;One pair
Jack Spade;7 Spade;6 Spade;2 Spade;2 Diamond;One pair
5 Clubs;9 Hearts;Queen Clubs;3 Clubs;8 Hearts;Nothing in hand
10 Hearts;3 Diamond;6 Hearts;10 Diamond;3 Clubs;Two pairs
3 Hearts;3 Spade;8 Spade;4 Diamond;7 Clubs;One pair
9 Spade;4 Diamond;Jack Hearts;3 Spade;10 Spade;Nothing in hand
Queen Diamond;9 Hearts;Jack Clubs;Aces Clubs;4 Clubs;Nothing in hand
2 Hearts;Jack Spade;3 Clubs;3 Hearts;4 Hearts;One pair
10 Clubs;Queen Clubs;5 Diamond;7 Clubs;King Clubs;Nothing in hand
9 Spade;King Clubs;6 Clubs;6 Diamond;King Hearts;Two pairs
5 Hearts;2 Spade;6 Spade;9 Hearts;2 Clubs;One pair
7 Clubs;5 Diamond;3 Spade;4 Hearts;King Clubs;Nothing in hand
2 Diamond;Jack Spade;10 Clubs;3 Diamond;Aces Clubs;Nothing in hand
10 Spade;King Spade;4 Spade;3 Clubs;7 Hearts;Nothing in hand
Jack Hearts;3 Diamond;Aces Diamond;2 Hearts;6 Spade;Nothing in hand
6 Clubs;7 Spade;7 Hearts;Aces Clubs;4 Clubs;One pair
10 Diamond;10 Clubs;10 Spade;3 Diamond;Jack Spade;Three of a kind
Queen Diamond;Jack Hearts;Jack Diamond;10 Clubs;Queen Clubs;Two pairs
Aces Diamond;8 Hearts;Queen Hearts;3 Diamond;4 Hearts;Nothing in hand
2 Spade;7 Clubs;3 Clubs;7 Hearts;6 Spade;One pair
3 Clubs;4 Clubs;4 Hearts;Queen Diamond;5 Clubs;One pair
9 Diamond;Aces Spade;Jack Spade;9 Clubs;10 Clubs;One pair
8 Clubs;2 Hearts;6 Hearts;4 Spade;10 Spade;Nothing in hand
7 Clubs;Queen Clubs;Queen Diamond;5 Diamond;7 Spade;Two pairs
3 Hearts;5 Hearts;King Hearts;9 Clubs;4 Clubs;Nothing in hand
9 Spade;8 Clubs;7 Spade;5 Diamond;Jack Hearts;Nothing in hand
2 Hearts;7 Diamond;Jack Hearts;Aces Hearts;10 Spade;Nothing in hand
King Spade;Queen Spade;8 Hearts;4 Clubs;Aces Clubs;Nothing in hand
Aces Clubs;Aces Diamond;10 Spade;Queen Spade;6 Hearts;One pair
5 Clubs;Aces Clubs;2 Hearts;Queen Diamond;2 Clubs;One pair
10 Diamond;6 Spade;4 Hearts;Aces Diamond;9 Diamond;Nothing in hand
5 Hearts;King Hearts;Aces Clubs;4 Clubs;7 Clubs;Nothing in hand
8 Hearts;3 Spade;4 Diamond;9 Hearts;5 Hearts;Nothing in hand
8 Diamond;Jack Diamond;10 Diamond;4 Hearts;2 Hearts;Nothing in hand
Aces Diamond;5 Spade;King Spade;8 Spade;10 Hearts;Nothing in hand
10 Hearts;9 Clubs;5 Spade;3 Diamond;3 Spade;One pair
5 Hearts;9 Hearts;9 Diamond;Queen Clubs;2 Hearts;One pair
King Spade;Queen Spade;Aces Hearts;King Diamond;10 Clubs;One pair
9 Clubs;King Diamond;7 Diamond;8 Clubs;Aces Spade;Nothing in hand
5 Diamond;King Clubs;9 Spade;Aces Hearts;Aces Spade;One pair
4 Hearts;Jack Hearts;7 Hearts;3 Spade;8 Hearts;Nothing in hand
6 Clubs;Aces Diamond;Queen Hearts;4 Diamond;3 Clubs;Nothing in hand
6 Clubs;4 Diamond;Jack Diamond;10 Clubs;9 Spade;Nothing in hand
10 Diamond;5 Clubs;Aces Diamond;Queen Spade;2 Diamond;Nothing in hand
Aces Hearts;8 Hearts;9 Clubs;10 Hearts;7 Hearts;Nothing in hand
King Hearts;10 Clubs;Queen Clubs;2 Clubs;5 Clubs;Nothing in hand
7 Hearts;9 Hearts;5 Clubs;Jack Diamond;Queen Spade;Nothing in hand
8 Hearts;Aces Hearts;Jack Clubs;Queen Spade;Jack Diamond;One pair
2 Hearts;4 Diamond;King Clubs;Jack Hearts;King Diamond;One pair
2 Hearts;Jack Diamond;Queen Clubs;4 Spade;6 Spade;Nothing in hand
9 Diamond;Aces Hearts;9 Hearts;4 Spade;Jack Hearts;One pair
9 Hearts;King Spade;2 Clubs;6 Spade;King Clubs;One pair
7 Clubs;King Hearts;Queen Spade;7 Spade;8 Diamond;One pair
2 Hearts;8 Diamond;9 Hearts;King Clubs;3 Diamond;Nothing in hand
King Diamond;10 Diamond;10 Hearts;Queen Hearts;9 Spade;One pair
5 Hearts;Queen Diamond;7 Hearts;6 Diamond;5 Spade;One pair
Jack Hearts;Aces Hearts;5 Hearts;9 Spade;Queen Diamond;Nothing in hand
9 Hearts;Aces Clubs;8 Clubs;4 Diamond;Queen Hearts;Nothing in hand
5 Diamond;4 Clubs;10 Clubs;3 Diamond;6 Hearts;Nothing in hand
10 Clubs;10 Diamond;3 Clubs;2 Clubs;Jack Clubs;One pair
King Hearts;2 Spade;King Diamond;9 Spade;6 Clubs;One pair
9 Diamond;10 Diamond;Jack Diamond;Aces Diamond;5 Diamond;Flush
6 Hearts;3 Spade;9 Hearts;6 Clubs;Aces Hearts;One pair
5 Hearts;2 Diamond;2 Spade;6 Spade;4 Diamond;One pair
9 Hearts;8 Diamond;4 Clubs;7 Hearts;4 Hearts;One pair
Aces Clubs;3 Clubs;8 Clubs;5 Hearts;2 Hearts;Nothing in hand
4 Spade;Aces Clubs;9 Spade;Aces Diamond;Jack Spade;One pair
Queen Clubs;10 Diamond;3 Hearts;5 Diamond;Jack Clubs;Nothing in hand
6 Diamond;3 Clubs;King Diamond;9 Spade;9 Diamond;One pair
Jack Spade;8 Clubs;6 Hearts;Queen Clubs;6 Clubs;One pair
2 Spade;4 Spade;6 Clubs;3 Spade;8 Spade;Nothing in hand
10 Hearts;8 Clubs;7 Spade;9 Clubs;4 Spade;Nothing in hand
4 Clubs;10 Clubs;7 Diamond;2 Spade;Queen Spade;Nothing in hand
Queen Spade;4 Diamond;9 Diamond;4 Spade;6 Clubs;One pair
5 Hearts;10 Spade;7 Diamond;9 Diamond;2 Clubs;Nothing in hand
7 Spade;Aces Spade;King Diamond;3 Spade;Queen Clubs;Nothing in hand
Queen Diamond;7 Hearts;5 Diamond;8 Spade;King Hearts;Nothing in hand
4 Clubs;Jack Diamond;Queen Diamond;3 Spade;5 Clubs;Nothing in hand
Queen Spade;6 Spade;3 Clubs;4 Hearts;Aces Diamond;Nothing in hand
8 Clubs;9 Clubs;7 Hearts;9 Spade;9 Diamond;Three of a kind
2 Spade;King Diamond;10 Hearts;5 Hearts;Queen Diamond;Nothing in hand
10 Clubs;Aces Hearts;Jack Diamond;2 Spade;5 Clubs;Nothing in hand
Queen Clubs;9 Diamond;10 Clubs;3 Clubs;8 Clubs;Nothing in hand
6 Hearts;2 Clubs;2 Hearts;4 Diamond;5 Hearts;One pair
Jack Diamond;4 Spade;Jack Hearts;6 Hearts;5 Clubs;One pair
King Hearts;9 Diamond;3 Spade;2 Diamond;Queen Hearts;Nothing in hand
Aces Hearts;5 Spade;9 Clubs;King Diamond;9 Hearts;One pair
Aces Diamond;2 Diamond;2 Spade;Aces Hearts;8 Hearts;Two pairs
